form	lemmaId	lemma	linkType	pos	via	note
shiis	sheese.x	sheese	phillips	adv.	sheese	phillips-1610
shilogh	sheeloghe.n	sheeloghe	phillips	s. m.	sheeloghe	phillips-1610;questionable
shiuss	shiu.x	shiu	phillips		shiuish	phillips-1610;questionable
shiusse	shiu.x	shiu	phillips		shiuish	phillips-1610
sho	shoh.x	shoh	phillips	adv.	shoh	phillips-1610
shwin	shin.x	shin	phillips	pro.	shin	phillips-1610
shyirre	shirrey.v	shirrey	phillips	v.	shirrey	phillips-1610;questionable
shyirre	shirrey.n	shirrey	phillips	s. m.	shirrey	phillips-1610;questionable
ska	scaa.n	scaa	phillips	s. m.	scaa	phillips-1610;questionable
ska	scaa.x	scaa	phillips		scaa	phillips-1610;questionable
skely	skeayley.v	skeayley	phillips	v.	skeayley	phillips-1610;questionable
skorniagh	scoarnagh.n	scoarnagh	phillips	s. f.	scoarnagh	phillips-1610;questionable
skwghey	scughey.v	scughey	phillips	v.	scughey	phillips-1610;questionable
skwghey	scughey.n	scughey	phillips	s. m.	scughey	phillips-1610;questionable
slani	slaanee.a	slaanee	phillips	a. d.	slaanee	phillips-1610;questionable
slechyn	sleityn.n	sleityn	phillips	s. pl.	sleityn	phillips-1610;questionable
sly	sleih.n	sleih	phillips	s. m.	sleih	phillips-1610;questionable
slyei	sleih.n	sleih	phillips	s. m.	sleih	phillips-1610;questionable
smw	smoo.a	smoo	phillips	a.	smoo	phillips-1610
smwnaghtyn	smooinaght.n	smooinaght	phillips	s. m.	smooinaghtyn	phillips-1610;questionable
smwni	smooinee.v	smooinee	phillips	v.	smooinee	phillips-1610;questionable
snaggerni	snaggeragh.v	snaggeragh	phillips	v.	snaggeraght	phillips-1610;questionable
snaghti	sniaghtee.a	sniaghtee	phillips	a. d.	sniaghtee	phillips-1610;questionable
soilshe	soilshey.n	soilshey	phillips	s. m.	soilshey	phillips-1610
soje	sodjey.a	sodjey	phillips	a.	sodjey	phillips-1610;questionable
spyryd	spyrryd.n	spyrryd	phillips	s. m.	spyrryd	phillips-1610;questionable
stei	sthie.x	sthie	phillips	adv.	sthie	phillips-1610;questionable
strwi	stroie.v	stroie	phillips	v.	stroie	phillips-1610;questionable
strwiel	stroie.v	stroie	phillips	v.	stroie	phillips-1610;questionable
strwiyms	stroie.v	stroie	phillips	v.	stroie	phillips-1610;questionable
sty	sthie.x	sthie	phillips	adv.	sthie	phillips-1610;questionable
styei	sthie.x	sthie	phillips	adv.	sthie	phillips-1610;questionable
swilyn	sooill.n	sooill	phillips	s. f.	sooillyn	phillips-1610;questionable
syaghyn	seaghin.n	seaghin	phillips	s. m.	seaghyn	phillips-1610;questionable
taglw	taggloo.v	taggloo	phillips	v.	taggloo	phillips-1610;questionable
taglw	taggloo.n	taggloo	phillips	s.	taggloo	phillips-1610;questionable
tallw	thalloo.n	thalloo	phillips	s. m.	thalloo	phillips-1610
tallwin	thallooin.a	thallooin	phillips	a. d.	thallooin	phillips-1610;questionable
talw	thalloo.n	thalloo	phillips	s. m.	thalloo	phillips-1610
talwin	thallooin.a	thallooin	phillips	a. d.	thallooin	phillips-1610;questionable
tarn	tayrn.n	tayrn	phillips	s. m.	tayrn	phillips-1610;questionable
tarn	tayrn.v	tayrn	phillips	v.	tayrn	phillips-1610;questionable
taskey	tastey.n	tastey	phillips	s. m.	tastey	phillips-1610;questionable
tasky	tastey.n	tastey	phillips	s. m.	tastey	phillips-1610;questionable
tatnys	taitnys.n	taitnys	phillips	s. f.	taitnys	phillips-1610;questionable
teiyn	thie.n	thie	phillips	s. m.	thieyn	phillips-1610;questionable
treyfd	trooid.x	trooid	phillips	adv.	trooid	phillips-1610;questionable
treyg	treig.v	treig	phillips	v.	treig	phillips-1610;questionable
trogel	troggal.v	troggal	phillips	v.	troggal	phillips-1610;questionable
trogigi	trogg.v	trogg	phillips	v.	trogg	phillips-1610;questionable
tryeid	trooid.x	trooid	phillips	adv.	trooid	phillips-1610;questionable
tryid	trooid.x	trooid	phillips	adv.	trooid	phillips-1610;questionable
trynlas	tranlaase.n	tranlaase	phillips	s. f.	tranlaase	phillips-1610;questionable
trynlays	tranlaase.n	tranlaase	phillips	s. f.	tranlaase	phillips-1610;questionable
twigel	toiggal.v	toiggal	phillips	v.	toiggal	phillips-1610;questionable
twigel	toiggal.n	toiggal	phillips	s. f.	toiggal	phillips-1610;questionable
twitchym	tuittym.v	tuittym	phillips	v.	tuittym	phillips-1610;questionable
twitchym	tuittym.n	tuittym	phillips	s. m.	tuittym	phillips-1610;questionable
twsanyn	thousane.n	thousane	phillips	s. m.	thousaneyn	phillips-1610;questionable
us	uss.x	uss	phillips	pro.	uss	phillips-1610
vackin	fakin.v	fakin	phillips	v.	vakin	phillips-1610;questionable
vaghe	baghey.v	baghey	phillips	v.	vaghey	phillips-1610;questionable
vaick	faik.v	faik	phillips	v.	vaik	phillips-1610;questionable
valle	balley.x	balley	phillips	adv.	valley	phillips-1610;questionable
vanaght	bannaght.n	bannaght	phillips	s.	vannaght	phillips-1610;questionable
vayre	mayrey.a	mayrey	phillips	a. d.	vayrey	phillips-1610;questionable
vays	vaaish.n	vaaish	phillips	s.	vaaish	phillips-1610;questionable
vays	maaish.n	maaish	phillips	s.	vaaish	phillips-1610;questionable
vegg	veg.x	veg	phillips	pro.	veg	phillips-1610;questionable
vei	meih.n	meih	phillips	s.	veih	phillips-1610;questionable
vei	veih.x	veih	phillips	p. p.	veih	phillips-1610;questionable
veiys	mieys.n	mieys	phillips	s.	vieys	phillips-1610;questionable
veliyn	meil.n	meil	phillips	s.	veillyn	phillips-1610;questionable
vell	vel.v	vel	phillips	v.	vel	phillips-1610
verym	behr.v	behr	phillips	v.	ver	phillips-1610;questionable
verym	cur.v	cur	phillips		ver	phillips-1610;questionable
veyn	mean.n	mean	phillips	s.	vean	phillips-1610;questionable
viis	vees.v	vees	phillips	v.	vees	phillips-1610
vio	bio.a	bio	phillips	a.	bio	phillips-1610;questionable
vio	bio.v	bio	phillips	v.	bio	phillips-1610;questionable
vioghy	bioghey.v	bioghey	phillips	v.	vioghey	phillips-1610;questionable
vodagh	fod.x	fod	phillips		voddagh	phillips-1610;questionable
vodagh	foddagh.v	foddagh	phillips	v.	voddagh	phillips-1610;questionable
vodym	fod.x	fod	phillips		voddym	phillips-1610;questionable
vodym	voddym.x	voddym	phillips	p.	voddym	phillips-1610;questionable
voghre	moghrey.n	moghrey	phillips	s.	voghrey	phillips-1610;questionable
voiniyn	voin.x	voin	phillips	p. p.	voin	phillips-1610;questionable
voley	moylley.v	moylley	phillips	v.	voylley	phillips-1610;questionable
volly	moylley.v	moylley	phillips	v.	voylley	phillips-1610;questionable
voyms	voym.x	voym	phillips	p. p.	voym	phillips-1610;questionable
vrwinyssyn	vriwnyssyn.n	vriwnyssyn	phillips	s.	vriwnyssyn	phillips-1610;questionable
wil	ooill.n	ooill	phillips	s. f.	ooill	phillips-1610;questionable
wil	ooill.v	ooill	phillips	v.	ooill	phillips-1610;questionable
win	dooin.x	dooin	phillips	p. p.	dooin	phillips-1610;questionable
win	dooin.v	dooin	phillips	v. i.	dooin	phillips-1610;questionable
wlly	ooilley.a	ooilley	phillips	a.	ooilley	phillips-1610
wlly	ooilley.n	ooilley	phillips	s. m.	ooilley	phillips-1610
wraghy	ooraghey.v	ooraghey	phillips	v.	ooraghey	phillips-1610;questionable
wraghy	n'ooraghey.v	n'ooraghey	phillips	v.	ooraghey	phillips-1610;questionable
wyne	dooinney.n	dooinney	phillips	s. m.	dooinney	phillips-1610;questionable
wyskaghyn	ushtey.n	ushtey	phillips	s. m.	ushtaghyn	phillips-1610;questionable
yasly	ooashley.n	ooashley	phillips	s. m.	ooashley	phillips-1610;questionable
yi	y.x	y	phillips		y	phillips-1610;questionable
ymmish	mysh.x	mysh	phillips	p. p.	mysh	phillips-1610;questionable
ymmydi	ymmodee.a	ymmodee	phillips	a.	ymmodee	phillips-1610;questionable
ymmyrke	ymmyrkey.n	ymmyrkey	phillips	s.	ymmyrkey	phillips-1610;questionable
ymmyrtsagh	ymmyrchagh.a	ymmyrçhagh	phillips	a.	ymmyrchagh	phillips-1610;questionable
ymmyrtsagh	ymmyrchagh.n	ymmyrçhagh	phillips	s. m.	ymmyrchagh	phillips-1610;questionable
ynsi	ynsee.a	ynsee	phillips	a. d.	ynsee	phillips-1610;questionable
ynyd	ynnyd.n	ynnyd	phillips	s. f.	ynnyd	phillips-1610
yrje	syrjey.a	syrjey	phillips	a.	syrjey	phillips-1610;questionable
