form	lemmaId	lemma	linkType	pos	via	note
aachummey	aachummey.np	Aachummey	self	np. other	Aachummey	
aah	aah.np	Aah	self	np. other	Aah	
aarnyn	aarnyn.np	Aarnyn	self	np. ethnonym	Aarnyn	
aaron	aaron.np	Aaron	self	np. personal	Aaron	
aaue	aaue.n	Aaue	self	np. personal	Aaue	
abba	abba.np	Abba	self	np. other	Abba	
abdiel	abdiel.np	Abdiel	self	np. other	Abdiel	
abdon	abdon.np	Abdon	self	np. personal	Abdon	
abed nego	abed-nego.np	Abed-Nego	self	np. other	Abed-Nego	
abednego	abed-nego.np	Abed-Nego	self	np. other	Abed-Nego	collapsed
abel	abel.np	Abel	self	np. personal	Abel	
aberystwyth	aberystwyth.np	Aberystwyth	self	np. other	Aberystwyth	
abia	abia.np	Abia	self	np. other	Abia	
abiathar	abiathar.np	Abiathar	self	np. personal	Abiathar	
abib	abib.np	Abib	self	np. other	Abib	
abidan	abidan.np	Abidan	self	np. other	Abidan	
abiezer	abiezer.np	Abiezer	self	np. other	Abiezer	
abigail	abigail.np	Abigail	self	np. personal	Abigail	
abihail	abihail.np	Abihail	self	np. other	Abihail	
abihu	abihu.np	Abihu	self	np. personal	Abihu	
abijah	abijah.np	Abijah	self	np. personal	Abijah	
abijam	abijam.np	Abijam	self	np. other	Abijam	
abimelech	abimelech.np	Abimelech	self	np. personal	Abimelech	
abinadab	abinadab.np	Abinadab	self	np. other	Abinadab	
abiram	abiram.np	Abiram	self	np. other	Abiram	
abishag	abishag.np	Abishag	self	np. personal	Abishag	
abishai	abishai.np	Abishai	self	np. personal	Abishai	
abishua	abishua.np	Abishua	self	np. other	Abishua	
abiud	abiud.np	Abiud	self	np. other	Abiud	
abner	abner.np	Abner	self	np. personal	Abner	
abraham	abraham.np	Abraham	self	np. personal	Abraham	
abram	abram.np	Abram	self	np. personal	Abram	
absalom	absalom.np	Absalom	self	np. personal	Absalom	
achaia	achaia.np	Achaia	self	np. other	Achaia	
achan	achan.np	Achan	self	np. personal	Achan	
achaz	achaz.np	Achaz	self	np. other	Achaz	
achbor	achbor.np	Achbor	self	np. other	Achbor	
achiacharus	achiacharus.np	Achiacharus	self	np. other	Achiacharus	
achim	achim.np	Achim	self	np. other	Achim	
achior	achior.np	Achior	self	np. other	Achior	
achish	achish.np	Achish	self	np. personal	Achish	
achor	achor.np	Achor	self	np. other	Achor	
achsah	achsah.np	Achsah	self	np. other	Achsah	
adah	adah.np	Adah	self	np. other	Adah	
adaiah	adaiah.np	Adaiah	self	np. other	Adaiah	
adam	adam.np	Adam	self	np. personal	Adam	
adams	adams.np	Adams	self	np. other	Adams	
adar	adar.np	Adar	self	np. other	Adar	
admah	admah.np	Admah	self	np. other	Admah	
adonijah	adonijah.np	Adonijah	self	np. personal	Adonijah	
adrian	adrian.np	Adrian	self	np. other	Adrian	
adullam	adullam.np	Adullam	self	np. other	Adullam	
africkey	africkey.np	Africkey	self	np. place	Africkey	
agag	agag.np	Agag	self	np. personal	Agag	
agagite	agagite.np	Agagite	self	np. other	Agagite	
agrippa	agrippa.np	Agrippa	self	np. personal	Agrippa	
ahab	ahab.np	Ahab	self	np. personal	Ahab	
ahasuerus	ahasuerus.np	Ahasuerus	self	np. personal	Ahasuerus	
ahaz	ahaz.np	Ahaz	self	np. personal	Ahaz	
ahaziah	ahaziah.np	Ahaziah	self	np. personal	Ahaziah	
ahiezer	ahiezer.np	Ahiezer	self	np. other	Ahiezer	
ahijah	ahijah.np	Ahijah	self	np. personal	Ahijah	
ahikam	ahikam.np	Ahikam	self	np. personal	Ahikam	
ahilud	ahilud.np	Ahilud	self	np. other	Ahilud	
ahimaaz	ahimaaz.np	Ahimaaz	self	np. other	Ahimaaz	
ahimelech	ahimelech.np	Ahimelech	self	np. personal	Ahimelech	
ahinoam	ahinoam.np	Ahinoam	self	np. other	Ahinoam	
ahio	ahio.np	Ahio	self	np. other	Ahio	
ahira	ahira.np	Ahira	self	np. other	Ahira	
ahitophel	ahitophel.np	Ahitophel	self	np. personal	Ahitophel	
ahitub	ahitub.np	Ahitub	self	np. other	Ahitub	
ahohite	ahohite.np	Ahohite	self	np. other	Ahohite	
aholah	aholah.np	Aholah	self	np. other	Aholah	
aholiab	aholiab.np	Aholiab	self	np. personal	Aholiab	
aholibah	aholibah.np	Aholibah	self	np. other	Aholibah	
aholibamah	aholibamah.np	Aholibamah	self	np. other	Aholibamah	
ai	ai.np	Ai	self	np. place	Ai	
aiah	aiah.np	Aiah	self	np. other	Aiah	
aijalon	aijalon.np	Aijalon	self	np. other	Aijalon	
aine	aine.np	Aine	self	np. other	Aine	
airney	airney.np	Airney	self	np. other	Airney	
aitkin	aitkin.np	Aitkin	self	np. other	Aitkin	
akkub	akkub.np	Akkub	self	np. other	Akkub	
alan	alan.np	Alan	self	np. other	Alan	
albanee	albanee.np	Albanee	self	np. ethnonym	Albanee	
albert	albert.np	Albert	self	np. other	Albert	
albinish	albinish.np	Albinish	self	np. language	Albinish	
alex	alex.np	Alex	self	np. other	Alex	
alexander	alexander.np	Alexander	self	np. other	Alexander	
alexandria	alexandria.np	Alexandria	self	np. other	Alexandria	
alleluia	alleluia.np	Alleluia	self	np. other	Alleluia	
alpheus	alpheus.np	Alpheus	self	np. other	Alpheus	
amalek	amalek.np	Amalek	self	np. personal	Amalek	
amalekite	amalekite.np	Amalekite	self	np. ethnonym	Amalekite	
amalekiteyn	amalekite.np	Amalekite	inflected	np. ethnonym	Amalekite	
amariah	amariah.np	Amariah	self	np. other	Amariah	
amasa	amasa.np	Amasa	self	np. personal	Amasa	
amaziah	amaziah.np	Amaziah	self	np. personal	Amaziah	
ambrose	ambrose.np	Ambrose	self	np. other	Ambrose	
america	america.np	America	self	np. place	America	
americaanagh	americaanagh.np	Americaanagh	self	np. ethnonym	Americaanagh	
americaanee	americaanee.np	Americaanee	self	np. ethnonym	Americaanee	
americanagh	americanagh.np	Americanagh	self	np. ethnonym	Americanagh	
americanee	americanee.np	Americanee	self	np. ethnonym	Americanee	
aminadab	aminadab.np	Aminadab	self	np. other	Aminadab	
ammiel	ammiel.np	Ammiel	self	np. other	Ammiel	
ammihud	ammihud.np	Ammihud	self	np. other	Ammihud	
amminadab	amminadab.np	Amminadab	self	np. other	Amminadab	
ammon	ammon.np	Ammon	self	np. place	Ammon	
ammonite	ammonite.np	Ammonite	self	np. ethnonym	Ammonite	
ammoniteyn	ammonite.np	Ammonite	inflected	np. ethnonym	Ammonite	
amnon	amnon.np	Amnon	self	np. personal	Amnon	
amon	amon.np	Amon	self	np. personal	Amon	
amorite	amorite.np	Amorite	self	np. ethnonym	Amorite	
amoriteyn	amorite.np	Amorite	inflected	np. ethnonym	Amorite	
amos	amos.np	Amos	self	np. other	Amos	
amoz	amoz.np	Amoz	self	np. other	Amoz	
amram	amram.np	Amram	self	np. other	Amram	
anah	anah.np	Anah	self	np. other	Anah	
anak	anak.np	Anak	self	np. other	Anak	
ananias	ananias.np	Ananias	self	np. personal	Ananias	
anathoth	anathoth.np	Anathoth	self	np. place	Anathoth	
andorra	andorra.np	Andorra	self	np. place	Andorra	
anglesey	anglesey.np	Anglesey	self	np. place	Anglesey	
anglo hostnee	anglo-hostnee.np	Anglo-Hostnee	self	np. ethnonym	Anglo-Hostnee	
anglohostnee	anglo-hostnee.np	Anglo-Hostnee	self	np. ethnonym	Anglo-Hostnee	collapsed
anna	anna.np	Anna	self	np. other	Anna	
annas	annas.np	Annas	self	np. other	Annas	
anne	anne.np	Anne	self	np. other	Anne	
annie	annie.np	Annie	self	np. other	Annie	
antioch	antioch.np	Antioch	self	np. place	Antioch	
antonia	antonia.np	Antonia	self	np. other	Antonia	
aphek	aphek.np	Aphek	self	np. other	Aphek	
apollos	apollos.np	Apollos	self	np. personal	Apollos	
aquila	aquila.np	Aquila	self	np. personal	Aquila	
arabee	arabee.np	Arabee	self	np. ethnonym	Arabee	
arabia	arabia.np	Arabia	self	np. other	Arabia	
arabianee	arabianee.np	Arabianee	self	np. ethnonym	Arabianee	
arabish	arabish.np	Arabish	self	np. language	Arabish	
arad	arad.np	Arad	self	np. other	Arad	
aram	aram.np	Aram	self	np. other	Aram	
araunah	araunah.np	Araunah	self	np. other	Araunah	
archie	archie.np	Archie	self	np. other	Archie	
archite	archite.np	Archite	self	np. other	Archite	
ard chiarrail	ard-chiarrail.np	Ard-Chiarrail	self	np. other	Ard-Chiarrail	
ardchiarrail	ard-chiarrail.np	Ard-Chiarrail	self	np. other	Ard-Chiarrail	collapsed
argob	argob.np	Argob	self	np. other	Argob	
ariel	ariel.np	Ariel	self	np. other	Ariel	
arimathea	arimathea.np	Arimathea	self	np. other	Arimathea	
arioch	arioch.np	Arioch	self	np. other	Arioch	
aristarchus	aristarchus.np	Aristarchus	self	np. other	Aristarchus	
arnon	arnon.np	Arnon	self	np. place	Arnon	
aroer	aroer.np	Aroer	self	np. place	Aroer	
arphaxad	arphaxad.np	Arphaxad	self	np. other	Arphaxad	
artaxerxes	artaxerxes.np	Artaxerxes	self	np. other	Artaxerxes	
arthur	arthur.np	Arthur	self	np. other	Arthur	
asa	asa.np	Asa	self	np. other	Asa	
asahel	asahel.np	Asahel	self	np. personal	Asahel	
asaiah	asaiah.np	Asaiah	self	np. other	Asaiah	
asaph	asaph.np	Asaph	self	np. personal	Asaph	
asarias	asarias.np	Asarias	self	np. other	Asarias	
ashdod	ashdod.np	Ashdod	self	np. place	Ashdod	
asher	asher.np	Asher	self	np. personal	Asher	
ashkelon	ashkelon.np	Ashkelon	self	np. place	Ashkelon	
ashtaroth	ashtaroth.np	Ashtaroth	self	np. other	Ashtaroth	
ashur	ashur.np	Ashur	self	np. other	Ashur	
asia	asia.np	Asia	self	np. place	Asia	
askelon	askelon.np	Askelon	self	np. other	Askelon	
assir	assir.np	Assir	self	np. other	Assir	
association	association.np	Association	self	np. other	Association	
assur	assur.np	Assur	self	np. other	Assur	
assyria	assyria.np	Assyria	self	np. place	Assyria	
assyrian	assyrian.np	Assyrian	self	np. other	Assyrian	
assyrianee	assyrianee.np	Assyrianee	self	np. ethnonym	Assyrianee	
ater	ater.np	Ater	self	np. other	Ater	
atha	atha.np	Atha	self	np. other	Atha	
athaliah	athaliah.np	Athaliah	self	np. personal	Athaliah	
athens	athens.np	Athens	self	np. other	Athens	
athol	atholl.np	Atholl	variant	np. place	Athol	
atholl	atholl.np	Atholl	self	np. place	Atholl	
atkins	atkins.np	Atkins	self	np. other	Atkins	
aue	aaue.n	Aaue	variant	np. personal	Aue	
augustus	augustus.np	Augustus	self	np. other	Augustus	
averil	averil.np	Averil	self	np. other	Averil	
avril	avril.np	Avril	self	np. other	Avril	
azariah	azariah.np	Azariah	self	np. personal	Azariah	
azekah	azekah.np	Azekah	self	np. other	Azekah	
azel	azel.np	Azel	self	np. other	Azel	
azmaveth	azmaveth.np	Azmaveth	self	np. other	Azmaveth	
azor	azor.np	Azor	self	np. other	Azor	
azrikam	azrikam.np	Azrikam	self	np. other	Azrikam	
baal	baal.np	Baal	self	np. personal	Baal	
vaal	baal.np	Baal	mutation	np. personal	Baal	generated-lenition
maal	baal.np	Baal	mutation	np. personal	Baal	generated-eclipsis
baal peor	baal-peor.np	Baal-Peor	self	np. other	Baal-Peor	
baalpeor	baal-peor.np	Baal-Peor	self	np. other	Baal-Peor	collapsed
baalah	baalah.np	Baalah	self	np. other	Baalah	
vaalah	baalah.np	Baalah	mutation	np. other	Baalah	generated-lenition
maalah	baalah.np	Baalah	mutation	np. other	Baalah	generated-eclipsis
baalim	baalim.np	Baalim	self	np. other	Baalim	
vaalim	baalim.np	Baalim	mutation	np. other	Baalim	generated-lenition
maalim	baalim.np	Baalim	mutation	np. other	Baalim	generated-eclipsis
baanah	baanah.np	Baanah	self	np. other	Baanah	
vaanah	baanah.np	Baanah	mutation	np. other	Baanah	generated-lenition
maanah	baanah.np	Baanah	mutation	np. other	Baanah	generated-eclipsis
baarleyryn	baarleyryn.np	Baarleyryn	self	np. ethnonym	Baarleyryn	
vaarleyryn	baarleyryn.np	Baarleyryn	mutation	np. ethnonym	Baarleyryn	generated-lenition
maarleyryn	baarleyryn.np	Baarleyryn	mutation	np. ethnonym	Baarleyryn	generated-eclipsis
baasha	baasha.np	Baasha	self	np. personal	Baasha	
vaasha	baasha.np	Baasha	mutation	np. personal	Baasha	generated-lenition
maasha	baasha.np	Baasha	mutation	np. personal	Baasha	generated-eclipsis
babylon	babylon.np	Babylon	self	np. place	Babylon	
vabylon	babylon.np	Babylon	mutation	np. place	Babylon	generated-lenition
mabylon	babylon.np	Babylon	mutation	np. place	Babylon	generated-eclipsis
babylonianee	babylonianee.np	Babylonianee	self	np. ethnonym	Babylonianee	
vabylonianee	babylonianee.np	Babylonianee	mutation	np. ethnonym	Babylonianee	generated-lenition
mabylonianee	babylonianee.np	Babylonianee	mutation	np. ethnonym	Babylonianee	generated-eclipsis
bagoas	bagoas.np	Bagoas	self	np. other	Bagoas	
vagoas	bagoas.np	Bagoas	mutation	np. other	Bagoas	generated-lenition
magoas	bagoas.np	Bagoas	mutation	np. other	Bagoas	generated-eclipsis
bahurim	bahurim.np	Bahurim	self	np. other	Bahurim	
vahurim	bahurim.np	Bahurim	mutation	np. other	Bahurim	generated-lenition
mahurim	bahurim.np	Bahurim	mutation	np. other	Bahurim	generated-eclipsis
baile	baile.np	Baile	self	np. other	Baile	
vaile	baile.np	Baile	mutation	np. other	Baile	generated-lenition
maile	baile.np	Baile	mutation	np. other	Baile	generated-eclipsis
balaam	balaam.np	Balaam	self	np. personal	Balaam	
valaam	balaam.np	Balaam	mutation	np. personal	Balaam	generated-lenition
malaam	balaam.np	Balaam	mutation	np. personal	Balaam	generated-eclipsis
balak	balak.np	Balak	self	np. personal	Balak	
valak	balak.np	Balak	mutation	np. personal	Balak	generated-lenition
malak	balak.np	Balak	mutation	np. personal	Balak	generated-eclipsis
ballacashtal	ballacashtal.np	Ballacashtal	self	np. other	Ballacashtal	
vallacashtal	ballacashtal.np	Ballacashtal	mutation	np. other	Ballacashtal	generated-lenition
mallacashtal	ballacashtal.np	Ballacashtal	mutation	np. other	Ballacashtal	generated-eclipsis
ballakeighen	ballakeighen.np	Ballakeighen	self	np. other	Ballakeighen	
vallakeighen	ballakeighen.np	Ballakeighen	mutation	np. other	Ballakeighen	generated-lenition
mallakeighen	ballakeighen.np	Ballakeighen	mutation	np. other	Ballakeighen	generated-eclipsis
bangor	bangor.np	Bangor	self	np. other	Bangor	
vangor	bangor.np	Bangor	mutation	np. other	Bangor	generated-lenition
mangor	bangor.np	Bangor	mutation	np. other	Bangor	generated-eclipsis
bani	bani.np	Bani	self	np. personal	Bani	
vani	bani.np	Bani	mutation	np. personal	Bani	generated-lenition
mani	bani.np	Bani	mutation	np. personal	Bani	generated-eclipsis
barabbas	barabbas.np	Barabbas	self	np. personal	Barabbas	
varabbas	barabbas.np	Barabbas	mutation	np. personal	Barabbas	generated-lenition
marabbas	barabbas.np	Barabbas	mutation	np. personal	Barabbas	generated-eclipsis
barak	barak.np	Barak	self	np. personal	Barak	
varak	barak.np	Barak	mutation	np. personal	Barak	generated-lenition
marak	barak.np	Barak	mutation	np. personal	Barak	generated-eclipsis
barnabas	barnabas.np	Barnabas	self	np. personal	Barnabas	
varnabas	barnabas.np	Barnabas	mutation	np. personal	Barnabas	generated-lenition
marnabas	barnabas.np	Barnabas	mutation	np. personal	Barnabas	generated-eclipsis
barran	barran.np	Barran	self	np. other	Barran	
barrool	barrool.np	Barrool	self	np. other	Barrool	
varrool	barrool.np	Barrool	mutation	np. other	Barrool	generated-lenition
marrool	barrool.np	Barrool	mutation	np. other	Barrool	generated-eclipsis
bartholomew	bartholomew.np	Bartholomew	self	np. personal	Bartholomew	
vartholomew	bartholomew.np	Bartholomew	mutation	np. personal	Bartholomew	generated-lenition
martholomew	bartholomew.np	Bartholomew	mutation	np. personal	Bartholomew	generated-eclipsis
baruch	baruch.np	Baruch	self	np. personal	Baruch	
varuch	baruch.np	Baruch	mutation	np. personal	Baruch	generated-lenition
maruch	baruch.np	Baruch	mutation	np. personal	Baruch	generated-eclipsis
barzillai	barzillai.np	Barzillai	self	np. other	Barzillai	
varzillai	barzillai.np	Barzillai	mutation	np. other	Barzillai	generated-lenition
marzillai	barzillai.np	Barzillai	mutation	np. other	Barzillai	generated-eclipsis
bascee	bascee.np	Bascee	self	np. ethnonym	Bascee	
vascee	bascee.np	Bascee	mutation	np. ethnonym	Bascee	generated-lenition
mascee	bascee.np	Bascee	mutation	np. ethnonym	Bascee	generated-eclipsis
bashan	bashan.np	Bashan	self	np. place	Bashan	
vashan	bashan.np	Bashan	mutation	np. place	Bashan	generated-lenition
mashan	bashan.np	Bashan	mutation	np. place	Bashan	generated-eclipsis
bashemath	bashemath.np	Bashemath	self	np. other	Bashemath	
vashemath	bashemath.np	Bashemath	mutation	np. other	Bashemath	generated-lenition
mashemath	bashemath.np	Bashemath	mutation	np. other	Bashemath	generated-eclipsis
basil	basil.np	Basil	self	np. other	Basil	
vasil	basil.np	Basil	mutation	np. other	Basil	generated-lenition
masil	basil.np	Basil	mutation	np. other	Basil	generated-eclipsis
baskish	baskish.np	Baskish	self	np. language	Baskish	
vaskish	baskish.np	Baskish	mutation	np. language	Baskish	generated-lenition
maskish	baskish.np	Baskish	mutation	np. language	Baskish	generated-eclipsis
bath sheba	bath-sheba.np	Bath-Sheba	self	np. other	Bath-Sheba	
bathsheba	bath-sheba.np	Bath-Sheba	self	np. other	Bath-Sheba	collapsed
bebai	bebai.np	Bebai	self	np. other	Bebai	
vebai	bebai.np	Bebai	mutation	np. other	Bebai	generated-lenition
mebai	bebai.np	Bebai	mutation	np. other	Bebai	generated-eclipsis
bebington	bebington.np	Bebington	self	np. place	Bebington	
vebington	bebington.np	Bebington	mutation	np. place	Bebington	generated-lenition
mebington	bebington.np	Bebington	mutation	np. place	Bebington	generated-eclipsis
becher	becher.np	Becher	self	np. other	Becher	
vecher	becher.np	Becher	mutation	np. other	Becher	generated-lenition
mecher	becher.np	Becher	mutation	np. other	Becher	generated-eclipsis
beelzebub	beelzebub.np	Beelzebub	self	np. personal	Beelzebub	
veelzebub	beelzebub.np	Beelzebub	mutation	np. personal	Beelzebub	generated-lenition
meelzebub	beelzebub.np	Beelzebub	mutation	np. personal	Beelzebub	generated-eclipsis
beer sheba	beer-sheba.np	Beer-Sheba	self	np. place	Beer-Sheba	
beersheba	beer-sheba.np	Beer-Sheba	self	np. place	Beer-Sheba	collapsed
beeroth	beeroth.np	Beeroth	self	np. other	Beeroth	
veeroth	beeroth.np	Beeroth	mutation	np. other	Beeroth	generated-lenition
meeroth	beeroth.np	Beeroth	mutation	np. other	Beeroth	generated-eclipsis
beersheba	beersheba.np	Beersheba	self	np. other	Beersheba	
veersheba	beersheba.np	Beersheba	mutation	np. other	Beersheba	generated-lenition
meersheba	beersheba.np	Beersheba	mutation	np. other	Beersheba	generated-eclipsis
bel	bel.np	Bel	self	np. personal	Bel	
mel	bel.np	Bel	mutation	np. personal	Bel	generated-eclipsis
bela	bela.np	Bela	self	np. other	Bela	
vela	bela.np	Bela	mutation	np. other	Bela	generated-lenition
mela	bela.np	Bela	mutation	np. other	Bela	generated-eclipsis
belchem	belchem.np	Belchem	self	np. other	Belchem	
velchem	belchem.np	Belchem	mutation	np. other	Belchem	generated-lenition
melchem	belchem.np	Belchem	mutation	np. other	Belchem	generated-eclipsis
belshazzar	belshazzar.np	Belshazzar	self	np. other	Belshazzar	
velshazzar	belshazzar.np	Belshazzar	mutation	np. other	Belshazzar	generated-lenition
melshazzar	belshazzar.np	Belshazzar	mutation	np. other	Belshazzar	generated-eclipsis
belteshazzar	belteshazzar.np	Belteshazzar	self	np. personal	Belteshazzar	
velteshazzar	belteshazzar.np	Belteshazzar	mutation	np. personal	Belteshazzar	generated-lenition
melteshazzar	belteshazzar.np	Belteshazzar	mutation	np. personal	Belteshazzar	generated-eclipsis
ben hadad	ben-hadad.np	Ben-Hadad	self	np. personal	Ben-Hadad	
benhadad	ben-hadad.np	Ben-Hadad	self	np. personal	Ben-Hadad	collapsed
benaiah	benaiah.np	Benaiah	self	np. personal	Benaiah	
venaiah	benaiah.np	Benaiah	mutation	np. personal	Benaiah	generated-lenition
menaiah	benaiah.np	Benaiah	mutation	np. personal	Benaiah	generated-eclipsis
benainstyr	benainstyr.np	Benainstyr	self	np. other	Benainstyr	
venainstyr	benainstyr.np	Benainstyr	mutation	np. other	Benainstyr	generated-lenition
menainstyr	benainstyr.np	Benainstyr	mutation	np. other	Benainstyr	generated-eclipsis
benjamin	benjamin.np	Benjamin	self	np. personal	Benjamin	
venjamin	benjamin.np	Benjamin	mutation	np. personal	Benjamin	generated-lenition
menjamin	benjamin.np	Benjamin	mutation	np. personal	Benjamin	generated-eclipsis
benjamite	benjamite.np	Benjamite	self	np. other	Benjamite	
venjamite	benjamite.np	Benjamite	mutation	np. other	Benjamite	generated-lenition
menjamite	benjamite.np	Benjamite	mutation	np. other	Benjamite	generated-eclipsis
benjamiteyn	benjamiteyn.np	Benjamiteyn	self	np. ethnonym	Benjamiteyn	
venjamiteyn	benjamiteyn.np	Benjamiteyn	mutation	np. ethnonym	Benjamiteyn	generated-lenition
menjamiteyn	benjamiteyn.np	Benjamiteyn	mutation	np. ethnonym	Benjamiteyn	generated-eclipsis
benr	benr.np	Benr	self	np. other	Benr	
venr	benr.np	Benr	mutation	np. other	Benr	generated-lenition
menr	benr.np	Benr	mutation	np. other	Benr	generated-eclipsis
beor	beor.np	Beor	self	np. other	Beor	
veor	beor.np	Beor	mutation	np. other	Beor	generated-lenition
meor	beor.np	Beor	mutation	np. other	Beor	generated-eclipsis
berechiah	berechiah.np	Berechiah	self	np. other	Berechiah	
verechiah	berechiah.np	Berechiah	mutation	np. other	Berechiah	generated-lenition
merechiah	berechiah.np	Berechiah	mutation	np. other	Berechiah	generated-eclipsis
beriah	beriah.np	Beriah	self	np. other	Beriah	
veriah	beriah.np	Beriah	mutation	np. other	Beriah	generated-lenition
meriah	beriah.np	Beriah	mutation	np. other	Beriah	generated-eclipsis
berlin	berlin.np	Berlin	self	np. other	Berlin	
verlin	berlin.np	Berlin	mutation	np. other	Berlin	generated-lenition
merlin	berlin.np	Berlin	mutation	np. other	Berlin	generated-eclipsis
bernard	bernard.np	Bernard	self	np. other	Bernard	
vernard	bernard.np	Bernard	mutation	np. other	Bernard	generated-lenition
mernard	bernard.np	Bernard	mutation	np. other	Bernard	generated-eclipsis
bernice	bernice.np	Bernice	self	np. other	Bernice	
vernice	bernice.np	Bernice	mutation	np. other	Bernice	generated-lenition
mernice	bernice.np	Bernice	mutation	np. other	Bernice	generated-eclipsis
beth aven	beth-aven.np	Beth-Aven	self	np. other	Beth-Aven	
bethaven	beth-aven.np	Beth-Aven	self	np. other	Beth-Aven	collapsed
beth el	beth-el.np	Beth-El	self	np. place	Beth-El	
bethel	beth-el.np	Beth-El	self	np. place	Beth-El	collapsed
beth horon	beth-horon.np	Beth-Horon	self	np. other	Beth-Horon	
bethhoron	beth-horon.np	Beth-Horon	self	np. other	Beth-Horon	collapsed
beth lehem	beth-lehem.np	Beth-Lehem	self	np. other	Beth-Lehem	
bethlehem	beth-lehem.np	Beth-Lehem	self	np. other	Beth-Lehem	collapsed
beth lehem judah	beth-lehem-judah.np	Beth-Lehem-Judah	self	np. other	Beth-Lehem-Judah	
bethlehemjudah	beth-lehem-judah.np	Beth-Lehem-Judah	self	np. other	Beth-Lehem-Judah	collapsed
beth shemesh	beth-shemesh.np	Beth-Shemesh	self	np. other	Beth-Shemesh	
bethshemesh	beth-shemesh.np	Beth-Shemesh	self	np. other	Beth-Shemesh	collapsed
bethany	bethany.np	Bethany	self	np. place	Bethany	
vethany	bethany.np	Bethany	mutation	np. place	Bethany	generated-lenition
methany	bethany.np	Bethany	mutation	np. place	Bethany	generated-eclipsis
bethel	bethel.np	Bethel	self	np. place	Bethel	
vethel	bethel.np	Bethel	mutation	np. place	Bethel	generated-lenition
methel	bethel.np	Bethel	mutation	np. place	Bethel	generated-eclipsis
bethlehem	bethlehem.np	Bethlehem	self	np. place	Bethlehem	
vethlehem	bethlehem.np	Bethlehem	mutation	np. place	Bethlehem	generated-lenition
methlehem	bethlehem.np	Bethlehem	mutation	np. place	Bethlehem	generated-eclipsis
bethphage	bethphage.np	Bethphage	self	np. other	Bethphage	
vethphage	bethphage.np	Bethphage	mutation	np. other	Bethphage	generated-lenition
methphage	bethphage.np	Bethphage	mutation	np. other	Bethphage	generated-eclipsis
bethsaida	bethsaida.np	Bethsaida	self	np. place	Bethsaida	
vethsaida	bethsaida.np	Bethsaida	mutation	np. place	Bethsaida	generated-lenition
methsaida	bethsaida.np	Bethsaida	mutation	np. place	Bethsaida	generated-eclipsis
bethulia	bethulia.np	Bethulia	self	np. other	Bethulia	
vethulia	bethulia.np	Bethulia	mutation	np. other	Bethulia	generated-lenition
methulia	bethulia.np	Bethulia	mutation	np. other	Bethulia	generated-eclipsis
betsy	betsy.np	Betsy	self	np. other	Betsy	
vetsy	betsy.np	Betsy	mutation	np. other	Betsy	generated-lenition
metsy	betsy.np	Betsy	mutation	np. other	Betsy	generated-eclipsis
bezaleel	bezaleel.np	Bezaleel	self	np. personal	Bezaleel	
vezaleel	bezaleel.np	Bezaleel	mutation	np. personal	Bezaleel	generated-lenition
mezaleel	bezaleel.np	Bezaleel	mutation	np. personal	Bezaleel	generated-eclipsis
bezer	bezer.np	Bezer	self	np. place	Bezer	
vezer	bezer.np	Bezer	mutation	np. place	Bezer	generated-lenition
mezer	bezer.np	Bezer	mutation	np. place	Bezer	generated-eclipsis
bible	bible.np	Bible	self	np. other	Bible	
vible	bible.np	Bible	mutation	np. other	Bible	generated-lenition
mible	bible.np	Bible	mutation	np. other	Bible	generated-eclipsis
bichri	bichri.np	Bichri	self	np. other	Bichri	
vichri	bichri.np	Bichri	mutation	np. other	Bichri	generated-lenition
michri	bichri.np	Bichri	mutation	np. other	Bichri	generated-eclipsis
bigvai	bigvai.np	Bigvai	self	np. other	Bigvai	
vigvai	bigvai.np	Bigvai	mutation	np. other	Bigvai	generated-lenition
migvai	bigvai.np	Bigvai	mutation	np. other	Bigvai	generated-eclipsis
bildad	bildad.np	Bildad	self	np. other	Bildad	
vildad	bildad.np	Bildad	mutation	np. other	Bildad	generated-lenition
mildad	bildad.np	Bildad	mutation	np. other	Bildad	generated-eclipsis
bilhah	bilhah.np	Bilhah	self	np. other	Bilhah	
vilhah	bilhah.np	Bilhah	mutation	np. other	Bilhah	generated-lenition
milhah	bilhah.np	Bilhah	mutation	np. other	Bilhah	generated-eclipsis
billy	billy.np	Billy	self	np. personal	Billy	
villy	billy.np	Billy	mutation	np. personal	Billy	generated-lenition
milly	billy.np	Billy	mutation	np. personal	Billy	generated-eclipsis
billyn	billyn.np	Billyn	self	np. ethnonym	Billyn	
villyn	billyn.np	Billyn	mutation	np. ethnonym	Billyn	generated-lenition
millyn	billyn.np	Billyn	mutation	np. ethnonym	Billyn	generated-eclipsis
binnui	binnui.np	Binnui	self	np. other	Binnui	
vinnui	binnui.np	Binnui	mutation	np. other	Binnui	generated-lenition
minnui	binnui.np	Binnui	mutation	np. other	Binnui	generated-eclipsis
birlinn	birlinn.np	Birlinn	self	np. other	Birlinn	
virlinn	birlinn.np	Birlinn	mutation	np. other	Birlinn	generated-lenition
mirlinn	birlinn.np	Birlinn	mutation	np. other	Birlinn	generated-eclipsis
birmingham	birmingham.np	Birmingham	self	np. other	Birmingham	
virmingham	birmingham.np	Birmingham	mutation	np. other	Birmingham	generated-lenition
mirmingham	birmingham.np	Birmingham	mutation	np. other	Birmingham	generated-eclipsis
blair	blair.np	Blair	self	np. personal	Blair	
