form	lemmaId	lemma	linkType	pos	via	note
pheter	peter.np	Peter	mutation	np. personal	Peter	generated-lenition
beter	peter.np	Peter	mutation	np. personal	Peter	generated-eclipsis
phalasteen	phalasteen.np	Phalasteen	self	np. other	Phalasteen	
phhalasteen	phalasteen.np	Phalasteen	mutation	np. other	Phalasteen	generated-lenition
bhalasteen	phalasteen.np	Phalasteen	mutation	np. other	Phalasteen	generated-eclipsis
pharaoh	pharaoh.np	Pharaoh	self	np. personal	Pharaoh	
phharaoh	pharaoh.np	Pharaoh	mutation	np. personal	Pharaoh	generated-lenition
bharaoh	pharaoh.np	Pharaoh	mutation	np. personal	Pharaoh	generated-eclipsis
phares	phares.np	Phares	self	np. other	Phares	
phhares	phares.np	Phares	mutation	np. other	Phares	generated-lenition
bhares	phares.np	Phares	mutation	np. other	Phares	generated-eclipsis
pharez	pharez.np	Pharez	self	np. personal	Pharez	
phharez	pharez.np	Pharez	mutation	np. personal	Pharez	generated-lenition
bharez	pharez.np	Pharez	mutation	np. personal	Pharez	generated-eclipsis
pharisee	pharisee.np	Pharisee	self	np. ethnonym	Pharisee	
phariseeyn	pharisee.np	Pharisee	inflected	np. ethnonym	Pharisee	
phariseyn	pharisee.np	Pharisee	inflected	np. ethnonym	Pharisee	
phharisee	pharisee.np	Pharisee	mutation	np. ethnonym	Pharisee	generated-lenition
bharisee	pharisee.np	Pharisee	mutation	np. ethnonym	Pharisee	generated-eclipsis
pharliament	pharliament.np	Pharliament	self	np. other	Pharliament	
phharliament	pharliament.np	Pharliament	mutation	np. other	Pharliament	generated-lenition
bharliament	pharliament.np	Pharliament	mutation	np. other	Pharliament	generated-eclipsis
pharoah	pharoah.np	Pharoah	self	np. other	Pharoah	
phharoah	pharoah.np	Pharoah	mutation	np. other	Pharoah	generated-lenition
bharoah	pharoah.np	Pharoah	mutation	np. other	Pharoah	generated-eclipsis
phenice	phenice.np	Phenice	self	np. other	Phenice	
phhenice	phenice.np	Phenice	mutation	np. other	Phenice	generated-lenition
bhenice	phenice.np	Phenice	mutation	np. other	Phenice	generated-eclipsis
pherick	pherick.np	Pherick	self	np. other	Pherick	
phherick	pherick.np	Pherick	mutation	np. other	Pherick	generated-lenition
bherick	pherick.np	Pherick	mutation	np. other	Pherick	generated-eclipsis
pherrickyn	pherrickyn.np	Pherrickyn	self	np. ethnonym	Pherrickyn	
phherrickyn	pherrickyn.np	Pherrickyn	mutation	np. ethnonym	Pherrickyn	generated-lenition
bherrickyn	pherrickyn.np	Pherrickyn	mutation	np. ethnonym	Pherrickyn	generated-eclipsis
philip	philip.np	Philip	self	np. personal	Philip	
phhilip	philip.np	Philip	mutation	np. personal	Philip	generated-lenition
bhilip	philip.np	Philip	mutation	np. personal	Philip	generated-eclipsis
philippi	philippi.np	Philippi	self	np. other	Philippi	
phhilippi	philippi.np	Philippi	mutation	np. other	Philippi	generated-lenition
bhilippi	philippi.np	Philippi	mutation	np. other	Philippi	generated-eclipsis
philistia	philistia.np	Philistia	self	np. other	Philistia	
phhilistia	philistia.np	Philistia	mutation	np. other	Philistia	generated-lenition
bhilistia	philistia.np	Philistia	mutation	np. other	Philistia	generated-eclipsis
philistine	philistine.np	Philistine	self	np. ethnonym	Philistine	
philistinee	philistine.np	Philistine	inflected	np. ethnonym	Philistine	
phhilistine	philistine.np	Philistine	mutation	np. ethnonym	Philistine	generated-lenition
bhilistine	philistine.np	Philistine	mutation	np. ethnonym	Philistine	generated-eclipsis
phillie	phillie.np	Phillie	self	np. other	Phillie	
phhillie	phillie.np	Phillie	mutation	np. other	Phillie	generated-lenition
bhillie	phillie.np	Phillie	mutation	np. other	Phillie	generated-eclipsis
philly	philly.np	Philly	self	np. other	Philly	
phhilly	philly.np	Philly	mutation	np. other	Philly	generated-lenition
bhilly	philly.np	Philly	mutation	np. other	Philly	generated-eclipsis
phinehas	phinehas.np	Phinehas	self	np. personal	Phinehas	
phhinehas	phinehas.np	Phinehas	mutation	np. personal	Phinehas	generated-lenition
bhinehas	phinehas.np	Phinehas	mutation	np. personal	Phinehas	generated-eclipsis
phrygia	phrygia.np	Phrygia	self	np. other	Phrygia	
phhrygia	phrygia.np	Phrygia	mutation	np. other	Phrygia	generated-lenition
bhrygia	phrygia.np	Phrygia	mutation	np. other	Phrygia	generated-eclipsis
piarais	piarais.np	Piarais	self	np. other	Piarais	
phiarais	piarais.np	Piarais	mutation	np. other	Piarais	generated-lenition
biarais	piarais.np	Piarais	mutation	np. other	Piarais	generated-eclipsis
pilate	pilate.np	Pilate	self	np. personal	Pilate	
philate	pilate.np	Pilate	mutation	np. personal	Pilate	generated-lenition
bilate	pilate.np	Pilate	mutation	np. personal	Pilate	generated-eclipsis
pirathonite	pirathonite.np	Pirathonite	self	np. other	Pirathonite	
phirathonite	pirathonite.np	Pirathonite	mutation	np. other	Pirathonite	generated-lenition
birathonite	pirathonite.np	Pirathonite	mutation	np. other	Pirathonite	generated-eclipsis
plaaae	plaaae.np	Plaaae	self	np. other	Plaaae	
phlaaae	plaaae.np	Plaaae	mutation	np. other	Plaaae	generated-lenition
blaaae	plaaae.np	Plaaae	mutation	np. other	Plaaae	generated-eclipsis
plucky	plucky.np	Plucky	self	np. other	Plucky	
phlucky	plucky.np	Plucky	mutation	np. other	Plucky	generated-lenition
blucky	plucky.np	Plucky	mutation	np. other	Plucky	generated-eclipsis
pobblaght	pobblaght.np	Pobblaght	self	np. other	Pobblaght	
phobblaght	pobblaght.np	Pobblaght	mutation	np. other	Pobblaght	generated-lenition
bobblaght	pobblaght.np	Pobblaght	mutation	np. other	Pobblaght	generated-eclipsis
poland	poland.np	Poland	self	np. other	Poland	
pholand	poland.np	Poland	mutation	np. other	Poland	generated-lenition
boland	poland.np	Poland	mutation	np. other	Poland	generated-eclipsis
polig	polig.np	Polig	self	np. other	Polig	
pholig	polig.np	Polig	mutation	np. other	Polig	generated-lenition
bolig	polig.np	Polig	mutation	np. other	Polig	generated-eclipsis
pontius	pontius.np	Pontius	self	np. personal	Pontius	
phontius	pontius.np	Pontius	mutation	np. personal	Pontius	generated-lenition
bontius	pontius.np	Pontius	mutation	np. personal	Pontius	generated-eclipsis
pontus	pontus.np	Pontus	self	np. other	Pontus	
phontus	pontus.np	Pontus	mutation	np. other	Pontus	generated-lenition
bontus	pontus.np	Pontus	mutation	np. other	Pontus	generated-eclipsis
porthia	porthia.np	Porthia	self	np. other	Porthia	
phorthia	porthia.np	Porthia	mutation	np. other	Porthia	generated-lenition
borthia	porthia.np	Porthia	mutation	np. other	Porthia	generated-eclipsis
powell	powell.np	Powell	self	np. other	Powell	
phowell	powell.np	Powell	mutation	np. other	Powell	generated-lenition
bowell	powell.np	Powell	mutation	np. other	Powell	generated-eclipsis
priscilla	priscilla.np	Priscilla	self	np. personal	Priscilla	
phriscilla	priscilla.np	Priscilla	mutation	np. personal	Priscilla	generated-lenition
briscilla	priscilla.np	Priscilla	mutation	np. personal	Priscilla	generated-eclipsis
prostanee	prostanee.np	Prostanee	self	np. ethnonym	Prostanee	
phrostanee	prostanee.np	Prostanee	mutation	np. ethnonym	Prostanee	generated-lenition
brostanee	prostanee.np	Prostanee	mutation	np. ethnonym	Prostanee	generated-eclipsis
protestoonee	protestoonee.np	Protestoonee	self	np. ethnonym	Protestoonee	
phrotestoonee	protestoonee.np	Protestoonee	mutation	np. ethnonym	Protestoonee	generated-lenition
brotestoonee	protestoonee.np	Protestoonee	mutation	np. ethnonym	Protestoonee	generated-eclipsis
purim	purim.np	Purim	self	np. other	Purim	
phurim	purim.np	Purim	mutation	np. other	Purim	generated-lenition
burim	purim.np	Purim	mutation	np. other	Purim	generated-eclipsis
purtree	purtree.np	Purtree	self	np. ethnonym	Purtree	
phurtree	purtree.np	Purtree	mutation	np. ethnonym	Purtree	generated-lenition
burtree	purtree.np	Purtree	mutation	np. ethnonym	Purtree	generated-eclipsis
quaalyn	quaalyn.np	Quaalyn	self	np. ethnonym	Quaalyn	
whuaalyn	quaalyn.np	Quaalyn	mutation	np. ethnonym	Quaalyn	generated-lenition
quayle	quayle.np	Quayle	self	np. other	Quayle	
whuayle	quayle.np	Quayle	mutation	np. other	Quayle	generated-lenition
quilliam	quilliam.np	Quilliam	self	np. other	Quilliam	
whuilliam	quilliam.np	Quilliam	mutation	np. other	Quilliam	generated-lenition
quirk	quirk.np	Quirk	self	np. personal	Quirk	
whuirk	quirk.np	Quirk	mutation	np. personal	Quirk	generated-lenition
raadyiarn	raadyiarn.np	Raadyiarn	self	np. other	Raadyiarn	
raamah	raamah.np	Raamah	self	np. other	Raamah	
raank	raank.np	Raank	self	np. other	Raank	
rab shakeh	rab-shakeh.np	Rab-Shakeh	self	np. other	Rab-Shakeh	
rabshakeh	rab-shakeh.np	Rab-Shakeh	self	np. other	Rab-Shakeh	collapsed
rabbah	rabbah.np	Rabbah	self	np. other	Rabbah	
rabshakeh	rabshakeh.np	Rabshakeh	self	np. personal	Rabshakeh	
rachab	rachab.np	Rachab	self	np. personal	Rachab	
rachel	rachel.np	Rachel	self	np. personal	Rachel	
radcliffe	radcliffe.np	Radcliffe	self	np. other	Radcliffe	
radlagh	radlagh.np	Radlagh	self	np. ethnonym	Radlagh	
rages	rages.np	Rages	self	np. other	Rages	
rahab	rahab.np	Rahab	self	np. other	Rahab	
rama	ramah.np	Ramah	variant	np. place	Rama	
ramah	ramah.np	Ramah	self	np. place	Ramah	
ramoth	ramoth.np	Ramoth	self	np. other	Ramoth	
ramoth gilead	ramoth-gilead.np	Ramoth-Gilead	self	np. place	Ramoth-Gilead	
ramothgilead	ramoth-gilead.np	Ramoth-Gilead	self	np. place	Ramoth-Gilead	collapsed
ramsey	ramsey.np	Ramsey	self	np. other	Ramsey	
raphael	raphael.np	Raphael	self	np. other	Raphael	
rebekah	rebekah.np	Rebekah	self	np. personal	Rebekah	
rechab	rechab.np	Rechab	self	np. other	Rechab	
reguel	reguel.np	Reguel	self	np. personal	Reguel	
rehabiah	rehabiah.np	Rehabiah	self	np. other	Rehabiah	
rehob	rehob.np	Rehob	self	np. other	Rehob	
rehoboam	rehoboam.np	Rehoboam	self	np. personal	Rehoboam	
rehum	rehum.np	Rehum	self	np. other	Rehum	
rekem	rekem.np	Rekem	self	np. other	Rekem	
remaliah	remaliah.np	Remaliah	self	np. other	Remaliah	
rephaiah	rephaiah.np	Rephaiah	self	np. other	Rephaiah	
rephaim	rephaim.np	Rephaim	self	np. other	Rephaim	
reuben	reuben.np	Reuben	self	np. personal	Reuben	
reubeniteyn	reubeniteyn.np	Reubeniteyn	self	np. ethnonym	Reubeniteyn	
reuel	reuel.np	Reuel	self	np. other	Reuel	
rezin	rezin.np	Rezin	self	np. other	Rezin	
riblah	riblah.np	Riblah	self	np. other	Riblah	
richard	richard.np	Richard	self	np. other	Richard	
richard dawson	richard-dawson.np	Richard Dawson	self	np. personal	Richard Dawson	
richarddawson	richard-dawson.np	Richard Dawson	self	np. personal	Richard Dawson	collapsed
ridgeway	ridgeway.np	Ridgeway	self	np. other	Ridgeway	
rimmon	rimmon.np	Rimmon	self	np. other	Rimmon	
roazhon	roazhon.np	Roazhon	self	np. other	Roazhon	
robard	robard.np	Robard	self	np. other	Robard	
robbyn	robbyn.np	Robbyn	self	np. personal	Robbyn	
robert	robert.np	Robert	self	np. personal	Robert	
roberts	roberts.np	Roberts	self	np. other	Roberts	
robin	robin.np	Robin	self	np. personal	Robin	
robinson	robinson.np	Robinson	self	np. other	Robinson	
roboam	roboam.np	Roboam	self	np. other	Roboam	
rodan	rodan.np	Rodan	self	np. other	Rodan	
roeder	roeder.np	Roeder	self	np. other	Roeder	
roger	roger.np	Roger	self	np. other	Roger	
romance	romance.np	Romance	self	np. other	Romance	
ronague	ronague.np	Ronague	self	np. other	Ronague	
ronnag	ronnag.np	Ronnag	self	np. other	Ronnag	
roosh	roosh.np	Roosh	self	np. other	Roosh	
rooshagh	rooshagh.np	Rooshagh	self	np. ethnonym	Rooshagh	
rooshee	rooshee.np	Rooshee	self	np. ethnonym	Rooshee	
rosien	rosien.np	Rosien	self	np. other	Rosien	
ruc	ruc.np	Ruc	self	np. other	Ruc	
ruchard	ruchard.np	Ruchard	self	np. other	Ruchard	
rumsaa	rumsaa.np	Rumsaa	self	np. place	Rumsaa	
rupert	rupert.np	Rupert	self	np. other	Rupert	
rushen	rushen.np	Rushen	self	np. place	Rushen	
russia	russia.np	Russia	self	np. other	Russia	
ruth	ruth.np	Ruth	self	np. personal	Ruth	
saaualtagh	saaualtagh.np	Saaualtagh	self	np. ethnonym	Saaualtagh	
haaualtagh	saaualtagh.np	Saaualtagh	mutation	np. ethnonym	Saaualtagh	generated-lenition
sabhal	sabhal.np	Sabhal	self	np. other	Sabhal	
habhal	sabhal.np	Sabhal	mutation	np. other	Sabhal	generated-lenition
sacramentyn	sacramentyn.np	Sacramentyn	self	np. ethnonym	Sacramentyn	
hacramentyn	sacramentyn.np	Sacramentyn	mutation	np. ethnonym	Sacramentyn	generated-lenition
sadducee	sadducee.np	Sadducee	self	np. ethnonym	Sadducee	
sadduceeyn	sadducee.np	Sadducee	inflected	np. ethnonym	Sadducee	
hadducee	sadducee.np	Sadducee	mutation	np. ethnonym	Sadducee	generated-lenition
sadduceyn	sadduceyn.np	Sadduceyn	self	np. ethnonym	Sadduceyn	
hadduceyn	sadduceyn.np	Sadduceyn	mutation	np. ethnonym	Sadduceyn	generated-lenition
sadoc	sadoc.np	Sadoc	self	np. other	Sadoc	
hadoc	sadoc.np	Sadoc	mutation	np. other	Sadoc	generated-lenition
saduceeyn	saduceeyn.np	Saduceeyn	self	np. ethnonym	Saduceeyn	
haduceeyn	saduceeyn.np	Saduceeyn	mutation	np. ethnonym	Saduceeyn	generated-lenition
salah	salah.np	Salah	self	np. other	Salah	
halah	salah.np	Salah	mutation	np. other	Salah	generated-lenition
salathiel	salathiel.np	Salathiel	self	np. other	Salathiel	
halathiel	salathiel.np	Salathiel	mutation	np. other	Salathiel	generated-lenition
salem	salem.np	Salem	self	np. other	Salem	
halem	salem.np	Salem	mutation	np. other	Salem	generated-lenition
salisbury	salisbury.np	Salisbury	self	np. other	Salisbury	
halisbury	salisbury.np	Salisbury	mutation	np. other	Salisbury	generated-lenition
salmon	salmon.np	Salmon	self	np. personal	Salmon	
halmon	salmon.np	Salmon	mutation	np. personal	Salmon	generated-lenition
salmond	salmond.np	Salmond	self	np. other	Salmond	
halmond	salmond.np	Salmond	mutation	np. other	Salmond	generated-lenition
salome	salome.np	Salome	self	np. other	Salome	
halome	salome.np	Salome	mutation	np. other	Salome	generated-lenition
sam	sam.np	Sam	self	np. personal	Sam	
samaria	samaria.np	Samaria	self	np. place	Samaria	
hamaria	samaria.np	Samaria	mutation	np. place	Samaria	generated-lenition
samaritan	samaritan.np	Samaritan	self	np. other	Samaritan	
hamaritan	samaritan.np	Samaritan	mutation	np. other	Samaritan	generated-lenition
samaritanee	samaritanee.np	Samaritanee	self	np. ethnonym	Samaritanee	
hamaritanee	samaritanee.np	Samaritanee	mutation	np. ethnonym	Samaritanee	generated-lenition
sambia	sambia.np	Sambia	self	np. other	Sambia	
hambia	sambia.np	Sambia	mutation	np. other	Sambia	generated-lenition
samson	samson.np	Samson	self	np. personal	Samson	
hamson	samson.np	Samson	mutation	np. personal	Samson	generated-lenition
samuel	samuel.np	Samuel	self	np. personal	Samuel	
hamuel	samuel.np	Samuel	mutation	np. personal	Samuel	generated-lenition
san marino	san-marino.np	San Marino	self	np. place	San Marino	
sanmarino	san-marino.np	San Marino	self	np. place	San Marino	collapsed
sanballat	sanballat.np	Sanballat	self	np. other	Sanballat	
hanballat	sanballat.np	Sanballat	mutation	np. other	Sanballat	generated-lenition
sara	sara.np	Sara	self	np. other	Sara	
hara	sara.np	Sara	mutation	np. other	Sara	generated-lenition
sarah	sarah.np	Sarah	self	np. personal	Sarah	
harah	sarah.np	Sarah	mutation	np. personal	Sarah	generated-lenition
sarai	sarai.np	Sarai	self	np. other	Sarai	
harai	sarai.np	Sarai	mutation	np. other	Sarai	generated-lenition
sas	sas.np	Sas	self	np. other	Sas	
has	sas.np	Sas	mutation	np. other	Sas	generated-lenition
satan	satan.np	Satan	self	np. personal	Satan	
hatan	satan.np	Satan	mutation	np. personal	Satan	generated-lenition
satanee	satanee.np	Satanee	self	np. ethnonym	Satanee	
hatanee	satanee.np	Satanee	mutation	np. ethnonym	Satanee	generated-lenition
saul	saul.np	Saul	self	np. personal	Saul	
haul	saul.np	Saul	mutation	np. personal	Saul	generated-lenition
schoyllaryn	schoyllaryn.np	Schoyllaryn	self	np. ethnonym	Schoyllaryn	
scotland	scotland.np	Scotland	self	np. other	Scotland	
scots	scots.np	Scots	self	np. other	Scots	
sean	sean.np	Sean	self	np. other	Sean	
hean	sean.np	Sean	mutation	np. other	Sean	generated-lenition
seion	sion.np	Sion	variant	np. place	Seion	
heion	sion.np	Sion	mutation	np. place	Seion	generated-lenition
seir	seir.np	Seir	self	np. place	Seir	
heir	seir.np	Seir	mutation	np. place	Seir	generated-lenition
selah	selah.np	Selah	self	np. other	Selah	
helah	selah.np	Selah	mutation	np. other	Selah	generated-lenition
sellafield	sellafield.np	Sellafield	self	np. other	Sellafield	
hellafield	sellafield.np	Sellafield	mutation	np. other	Sellafield	generated-lenition
sennacherib	sennacherib.np	Sennacherib	self	np. personal	Sennacherib	
hennacherib	sennacherib.np	Sennacherib	mutation	np. personal	Sennacherib	generated-lenition
sepharvaim	sepharvaim.np	Sepharvaim	self	np. other	Sepharvaim	
hepharvaim	sepharvaim.np	Sepharvaim	mutation	np. other	Sepharvaim	generated-lenition
seraiah	seraiah.np	Seraiah	self	np. personal	Seraiah	
heraiah	seraiah.np	Seraiah	mutation	np. personal	Seraiah	generated-lenition
serug	serug.np	Serug	self	np. other	Serug	
herug	serug.np	Serug	mutation	np. other	Serug	generated-lenition
sess	sess.np	Sess	self	np. other	Sess	
hess	sess.np	Sess	mutation	np. other	Sess	generated-lenition
seth	seth.np	Seth	self	np. other	Seth	
heth	seth.np	Seth	mutation	np. other	Seth	generated-lenition
shadrach	shadrach.np	Shadrach	self	np. personal	Shadrach	
hadrach	shadrach.np	Shadrach	mutation	np. personal	Shadrach	generated-lenition
shallum	shallum.np	Shallum	self	np. personal	Shallum	
hallum	shallum.np	Shallum	mutation	np. personal	Shallum	generated-lenition
shammah	shammah.np	Shammah	self	np. other	Shammah	
hammah	shammah.np	Shammah	mutation	np. other	Shammah	generated-lenition
shammai	shammai.np	Shammai	self	np. other	Shammai	
hammai	shammai.np	Shammai	mutation	np. other	Shammai	generated-lenition
shaphan	shaphan.np	Shaphan	self	np. personal	Shaphan	
haphan	shaphan.np	Shaphan	mutation	np. personal	Shaphan	generated-lenition
shaphat	shaphat.np	Shaphat	self	np. other	Shaphat	
haphat	shaphat.np	Shaphat	mutation	np. other	Shaphat	generated-lenition
sharon	sharon.np	Sharon	self	np. other	Sharon	
haron	sharon.np	Sharon	mutation	np. other	Sharon	generated-lenition
shaul	shaul.np	Shaul	self	np. other	Shaul	
haul	shaul.np	Shaul	mutation	np. other	Shaul	generated-lenition
shealtiel	shealtiel.np	Shealtiel	self	np. other	Shealtiel	
healtiel	shealtiel.np	Shealtiel	mutation	np. other	Shealtiel	generated-lenition
sheba	sheba.np	Sheba	self	np. place	Sheba	
heba	sheba.np	Sheba	mutation	np. place	Sheba	generated-lenition
shebaniah	shebaniah.np	Shebaniah	self	np. other	Shebaniah	
hebaniah	shebaniah.np	Shebaniah	mutation	np. other	Shebaniah	generated-lenition
shebna	shebna.np	Shebna	self	np. personal	Shebna	
hebna	shebna.np	Shebna	mutation	np. personal	Shebna	generated-lenition
shechaniah	shechaniah.np	Shechaniah	self	np. other	Shechaniah	
hechaniah	shechaniah.np	Shechaniah	mutation	np. other	Shechaniah	generated-lenition
shechem	shechem.np	Shechem	self	np. place	Shechem	
hechem	shechem.np	Shechem	mutation	np. place	Shechem	generated-lenition
shedeur	shedeur.np	Shedeur	self	np. other	Shedeur	
hedeur	shedeur.np	Shedeur	mutation	np. other	Shedeur	generated-lenition
sheenee	sheenee.np	Sheenee	self	np. ethnonym	Sheenee	
heenee	sheenee.np	Sheenee	mutation	np. ethnonym	Sheenee	generated-lenition
shelah	shelah.np	Shelah	self	np. other	Shelah	
helah	shelah.np	Shelah	mutation	np. other	Shelah	generated-lenition
shelemiah	shelemiah.np	Shelemiah	self	np. other	Shelemiah	
helemiah	shelemiah.np	Shelemiah	mutation	np. other	Shelemiah	generated-lenition
shelomith	shelomith.np	Shelomith	self	np. other	Shelomith	
helomith	shelomith.np	Shelomith	mutation	np. other	Shelomith	generated-lenition
shelumiel	shelumiel.np	Shelumiel	self	np. other	Shelumiel	
helumiel	shelumiel.np	Shelumiel	mutation	np. other	Shelumiel	generated-lenition
shem	shem.np	Shem	self	np. other	Shem	
shema	shema.np	Shema	self	np. other	Shema	
hema	shema.np	Shema	mutation	np. other	Shema	generated-lenition
shemaiah	shemaiah.np	Shemaiah	self	np. personal	Shemaiah	
hemaiah	shemaiah.np	Shemaiah	mutation	np. personal	Shemaiah	generated-lenition
shen y faa	shen-y-faa.np	Shen-Y-Faa	self	np. other	Shen-Y-Faa	
shenyfaa	shen-y-faa.np	Shen-Y-Faa	self	np. other	Shen-Y-Faa	collapsed
shephatiah	shephatiah.np	Shephatiah	self	np. other	Shephatiah	
hephatiah	shephatiah.np	Shephatiah	mutation	np. other	Shephatiah	generated-lenition
sherebiah	sherebiah.np	Sherebiah	self	np. other	Sherebiah	
herebiah	sherebiah.np	Sherebiah	mutation	np. other	Sherebiah	generated-lenition
sheshaght obbree	sheshaght-obbree.np	Sheshaght-Obbree	self	np. ethnonym	Sheshaght-Obbree	
sheshaghtobbree	sheshaght-obbree.np	Sheshaght-Obbree	self	np. ethnonym	Sheshaght-Obbree	collapsed
sheshaghtyn hraghtee	sheshaghtyn-hraghtee.np	Sheshaghtyn-Hraghtee	self	np. ethnonym	Sheshaghtyn-Hraghtee	
sheshaghtynhraghtee	sheshaghtyn-hraghtee.np	Sheshaghtyn-Hraghtee	self	np. ethnonym	Sheshaghtyn-Hraghtee	collapsed
sheshan	sheshan.np	Sheshan	self	np. other	Sheshan	
heshan	sheshan.np	Sheshan	mutation	np. other	Sheshan	generated-lenition
shetland	shetland.np	Shetland	self	np. other	Shetland	
hetland	shetland.np	Shetland	mutation	np. other	Shetland	generated-lenition
shiloh	shiloh.np	Shiloh	self	np. place	Shiloh	
hiloh	shiloh.np	Shiloh	mutation	np. place	Shiloh	generated-lenition
shilonite	shilonite.np	Shilonite	self	np. other	Shilonite	
hilonite	shilonite.np	Shilonite	mutation	np. other	Shilonite	generated-lenition
shimea	shimea.np	Shimea	self	np. other	Shimea	
himea	shimea.np	Shimea	mutation	np. other	Shimea	generated-lenition
shimei	shimei.np	Shimei	self	np. personal	Shimei	
himei	shimei.np	Shimei	mutation	np. personal	Shimei	generated-lenition
shimron	shimron.np	Shimron	self	np. other	Shimron	
himron	shimron.np	Shimron	mutation	np. other	Shimron	generated-lenition
shinar	shinar.np	Shinar	self	np. other	Shinar	
hinar	shinar.np	Shinar	mutation	np. other	Shinar	generated-lenition
shishak	shishak.np	Shishak	self	np. other	Shishak	
hishak	shishak.np	Shishak	mutation	np. other	Shishak	generated-lenition
shoanie	shoanie.np	Shoanie	self	np. other	Shoanie	
hoanie	shoanie.np	Shoanie	mutation	np. other	Shoanie	generated-lenition
shobal	shobal.np	Shobal	self	np. other	Shobal	
hobal	shobal.np	Shobal	mutation	np. other	Shobal	generated-lenition
shorus	shorus.np	Shorus	self	np. personal	Shorus	
horus	shorus.np	Shorus	mutation	np. personal	Shorus	generated-lenition
shorys	shorys.np	Shorys	self	np. other	Shorys	
horys	shorys.np	Shorys	mutation	np. other	Shorys	generated-lenition
shuah	shuah.np	Shuah	self	np. other	Shuah	
huah	shuah.np	Shuah	mutation	np. other	Shuah	generated-lenition
shunammite	shunammite.np	Shunammite	self	np. other	Shunammite	
hunammite	shunammite.np	Shunammite	mutation	np. other	Shunammite	generated-lenition
shur	shur.np	Shur	self	np. other	Shur	
shushan	shushan.np	Shushan	self	np. place	Shushan	
hushan	shushan.np	Shushan	mutation	np. place	Shushan	generated-lenition
sichem	sichem.np	Sichem	self	np. other	Sichem	
hichem	sichem.np	Sichem	mutation	np. other	Sichem	generated-lenition
sidon	sidon.np	Sidon	self	np. place	Sidon	
hidon	sidon.np	Sidon	mutation	np. place	Sidon	generated-lenition
sidonianee	sidonianee.np	Sidonianee	self	np. ethnonym	Sidonianee	
hidonianee	sidonianee.np	Sidonianee	mutation	np. ethnonym	Sidonianee	generated-lenition
sihon	sihon.np	Sihon	self	np. personal	Sihon	
hihon	sihon.np	Sihon	mutation	np. personal	Sihon	generated-lenition
silas	silas.np	Silas	self	np. personal	Silas	
hilas	silas.np	Silas	mutation	np. personal	Silas	generated-lenition
siloam	siloam.np	Siloam	self	np. other	Siloam	
hiloam	siloam.np	Siloam	mutation	np. other	Siloam	generated-lenition
simeon	simeon.np	Simeon	self	np. personal	Simeon	
himeon	simeon.np	Simeon	mutation	np. personal	Simeon	generated-lenition
simon	simon.np	Simon	self	np. personal	Simon	
himon	simon.np	Simon	mutation	np. personal	Simon	generated-lenition
sina	sina.np	Sina	self	np. other	Sina	
hina	sina.np	Sina	mutation	np. other	Sina	generated-lenition
sinai	sinai.np	Sinai	self	np. place	Sinai	
hinai	sinai.np	Sinai	mutation	np. place	Sinai	generated-lenition
sion	sion.np	Sion	self	np. place	Sion	
hion	sion.np	Sion	mutation	np. place	Sion	generated-lenition
sirion	sirion.np	Sirion	self	np. other	Sirion	
hirion	sirion.np	Sirion	mutation	np. other	Sirion	generated-lenition
sisera	sisera.np	Sisera	self	np. personal	Sisera	
hisera	sisera.np	Sisera	mutation	np. personal	Sisera	generated-lenition
skeeyl	skeeyl.np	Skeeyl	self	np. other	Skeeyl	
sniaul	sniaul.np	Sniaul	self	np. other	Sniaul	
sniaull	sniaull.np	Sniaull	self	np. other	Sniaull	
sodom	sodom.np	Sodom	self	np. place	Sodom	
hodom	sodom.np	Sodom	mutation	np. place	Sodom	generated-lenition
sodomiteyn	sodomiteyn.np	Sodomiteyn	self	np. ethnonym	Sodomiteyn	
hodomiteyn	sodomiteyn.np	Sodomiteyn	mutation	np. ethnonym	Sodomiteyn	generated-lenition
sodor	sodor.np	Sodor	self	np. other	Sodor	
hodor	sodor.np	Sodor	mutation	np. other	Sodor	generated-lenition
solomon	solomon.np	Solomon	self	np. personal	Solomon	
holomon	solomon.np	Solomon	mutation	np. personal	Solomon	generated-lenition
sosnagh	sosnagh.np	Sosnagh	self	np. ethnonym	Sosnagh	
hosnagh	sosnagh.np	Sosnagh	mutation	np. ethnonym	Sosnagh	generated-lenition
sostnagh	sostnagh.a	Sostnagh	self	np. ethnonym	Sostnagh	
hostnagh	sostnagh.a	Sostnagh	mutation	np. ethnonym	Sostnagh	generated-lenition
sostynagh	sostynagh.np	Sostynagh	self	np. ethnonym	Sostynagh	
sostynee	sostynagh.np	Sostynagh	inflected	np. ethnonym	Sostynagh	
hostynagh	sostynagh.np	Sostynagh	mutation	np. ethnonym	Sostynagh	generated-lenition
souney	souney.a	Souney	self	np. other	Souney	
houney	souney.a	Souney	mutation	np. other	Souney	generated-lenition
spaainish	spaainish.np	Spaainish	self	np. language	Spaainish	
stanley	stanley.np	Stanley	self	np. other	Stanley	
starno	starno.np	Starno	self	np. other	Starno	
steve	steve.np	Steve	self	np. other	Steve	
stowell	stowell.np	Stowell	self	np. personal	Stowell	
strasbourg	strasbourg.np	Strasbourg	self	np. other	Strasbourg	
succoth	succoth.np	Succoth	self	np. place	Succoth	
huccoth	succoth.np	Succoth	mutation	np. place	Succoth	generated-lenition
